#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  238
#! SET periodic_phi true
   -3.141592654   76.548233539   42.387832843
   -3.115192715   77.640533402   40.115403661
   -3.088792777   78.696642467   38.813814813
   -3.062392839   79.712048211   38.033016742
   -3.035992901   80.711131839   37.456084339
   -3.009592962   81.697463331   36.772769117
   -2.983193024   82.658276193   35.523577531
   -2.956793086   83.573715892   33.529096042
   -2.930393147   84.434986710   30.873399534
   -2.903993209   85.208731158   27.547298683
   -2.877593271   85.889722432   23.855223217
   -2.851193333   86.472223179   20.407872274
   -2.824793394   86.981009552   17.335549944
   -2.798393456   87.412313095   14.933649237
   -2.771993518   87.777392249   13.061898489
   -2.745593580   88.107901800   12.049722394
   -2.719193641   88.411826716   11.206888033
   -2.692793703   88.701152813   10.351686690
   -2.666393765   88.961345045    9.240904781
   -2.639993827   89.196302137    7.965154808
   -2.613593888   89.382732098    6.080218587
   -2.587193950   89.514498860    3.919152748
   -2.560794012   89.587811867    1.373706120
   -2.534394073   89.586652987   -1.256274826
   -2.507994135   89.529016125   -3.109346664
   -2.481594197   89.425906446   -4.652854382
   -2.455194259   89.290849207   -5.412673845
   -2.428794320   89.143819375   -5.585748221
   -2.402394382   88.995648722   -5.372660880
   -2.375994444   88.862689310   -5.009402091
   -2.349594506   88.737919748   -4.697052413
   -2.323194567   88.616017619   -4.854354144
   -2.296794629   88.476248911   -5.611234454
   -2.270394691   88.308694334   -6.806278450
   -2.243994753   88.112464182   -8.242402438
   -2.217594814   87.874339129   -9.755894009
   -2.191194876   87.605490154  -10.784730316
   -2.164794938   87.308162767  -11.067121391
   -2.138395000   87.017267159  -10.844056767
   -2.111995061   86.747785368   -9.563349934
   -2.085595123   86.516620306   -7.712773599
   -2.059195185   86.338882673   -5.658330932
   -2.032795246   86.219080142   -3.539166602
   -2.006395308   86.141553668   -1.765333007
   -1.979995370   86.114016236   -0.651211836
   -1.953595432   86.107389591   -0.050254734
   -1.927195493   86.110955475    0.221299902
   -1.900795555   86.126116248    0.865616447
   -1.874395617   86.160634910    1.624986396
   -1.847995679   86.218512918    2.756972545
   -1.821595740   86.311996012    4.344186882
   -1.795195802   86.450033121    6.486183077
   -1.768795864   86.650826150    8.536420762
   -1.742395926   86.901257919   10.469316743
   -1.715995987   87.203581012   12.172679968
   -1.689596049   87.542489201   13.158092853
   -1.663196111   87.893369763   13.492692977
   -1.636796172   88.248222403   13.148848531
   -1.610396234   88.589353420   12.297130810
   -1.583996296   88.902620372   11.175744344
   -1.557596358   89.174133785    9.797429201
   -1.531196419   89.412186895    8.216030094
   -1.504796481   89.608842168    6.771955380
   -1.478396543   89.770889996    5.394820209
   -1.451996605   89.893748226    4.240377208
   -1.425596666   89.988704955    3.315463159
   -1.399196728   90.071080861    2.482547740
   -1.372796790   90.120556440    1.162137485
   -1.346396852   90.130471162   -0.554096476
   -1.319996913   90.081774070   -3.016331668
   -1.293596975   89.958571586   -6.336869251
