#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  135
#! SET periodic_phi true
   -3.141592654   15.020676527  -48.687461178
   -3.095050540   12.857943828  -44.757225893
   -3.048508427   10.824382931  -42.879949495
   -3.001966313    8.865312206  -41.280425092
   -2.955424200    7.023392229  -37.521319624
   -2.908882087    5.421236207  -31.061595150
   -2.862339973    4.160460949  -23.204995565
   -2.815797860    3.250901651  -16.416843892
   -2.769255746    2.599087209  -12.203037717
   -2.722713633    2.081124019  -10.499238060
   -2.676171520    1.616538427   -9.669487990
   -2.629629406    1.208364131   -7.764419765
   -2.583087293    0.928644100   -4.200030251
   -2.536545180    0.841662510    0.280997896
   -2.490003066    0.950944514    3.951794394
   -2.443460953    1.184957012    5.493065061
   -2.396918839    1.441926846    5.154868194
   -2.350376726    1.664708435    4.162620485
   -2.303834613    1.859323071    4.217036756
   -2.257292499    2.093014300    5.876483550
   -2.210750386    2.428951086    8.299434689
   -2.164208272    2.866130633   10.069905505
   -2.117666159    3.344543376    9.795586629
   -2.071124046    3.764986821    7.855917576
   -2.024581932    4.077172846    5.322389229
   -1.978039819    4.280899659    3.321160137
   -1.931497706    4.406520557    1.822375095
   -1.884955592    4.452127130   -0.255588762
   -1.838413479    4.367797727   -3.925357584
   -1.791871365    4.079142622   -8.721762206
   -1.745329252    3.567561281  -13.359466393
   -1.698787139    2.875008627  -16.283395428
   -1.652245025    2.101263842  -16.824128912
   -1.605702912    1.356723962  -15.047098845
   -1.559160798    0.737147316  -11.493977056
   -1.512618685    0.307410528   -7.208363621
   -1.466076572    0.073584410   -3.235959661
   -1.419534458    0.000000000   -0.319512974
   -1.372992345    0.043067314    1.901554345
   -1.326450232    0.203035065    5.080313921
   -1.279908118    0.560705647   10.454676767
   -1.233366005    1.215778631   17.607306054
   -1.186823891    2.203829091   24.322420615
   -1.140281778    3.448752114   28.320124937
   -1.093739665    4.804596740   29.271289417
   -1.047197551    6.162409207   28.813174846
   -1.000655438    7.513759341   29.288773362
   -0.954113324    8.934658274   31.894773059
   -0.907571211   10.514740532   35.778509880
   -0.861029098   12.276712381   39.566137863
   -0.814486984   14.188415674   42.127377274
   -0.767944871   16.190604929   43.489983815
   -0.721402757   18.237475848   43.980994183
   -0.674860644   20.289375455   43.763348193
   -0.628318531   22.309375963   42.526837740
   -0.581776417   24.247948537   40.494919350
   -0.535234304   26.089040113   38.456038232
   -0.488692191   27.853738592   37.365902245
   -0.442150077   29.592727313   37.170041509
   -0.395607964   31.322555340   36.729487733
   -0.349065850   32.995085570   34.528868597
   -0.302523737   34.509686855   29.992898477
   -0.255981624   35.776195257   24.107690897
   -0.209439510   36.767116353   18.446186700
   -0.162897397   37.519039620   13.731201294
   -0.116355283   38.058349120    9.250635593
   -0.069813170   38.368838520    3.599238670
   -0.023271057   38.384164025   -3.212602411
    0.023271057   38.081564247   -9.735474405
    0.069813170   37.520969690  -14.128345843
    0.116355283   36.812045350  -16.144077249
    0.162897397   36.029542562  -17.804247605
    0.209439510   35.130594682  -21.405175753
    0.255981624   34.003062346  -27.576058042
    0.302523737   32.557468429  -34.509850596
    0.349065850   30.824181106  -39.535738651
    0.395607964   28.937031092  -41.198432651
    0.442150077   27.032956642  -40.568681383
    0.488692191   25.161180833  -40.188494263
    0.535234304   23.269675818  -41.363091439
    0.581776417   21.304469196  -43.198465864
    0.628318531   19.282617248  -43.437757984
    0.674860644   17.307891340  -41.197832136
    0.721402757   15.473789156  -37.622153001
    0.767944871   13.807672446  -34.167353224
    0.814486984   12.296393156  -30.837134277
    0.861029098   10.959791447  -26.458075778
    0.907571211    9.865422629  -20.346348133
    0.954113324    9.085742637  -13.352958045
    1.000655438    8.629157248   -6.609389931
    1.047197551    8.468401510   -0.505980334
    1.093739665    8.593006693    5.857207008
    1.140281778    9.040275965   13.339504400
    1.186823891    9.859687163   21.638949920
    1.233366005   11.059941699   29.557432166
    1.279908118   12.598631386   36.129075276
    1.326450232   14.425337132   42.199640305
    1.372992345   16.553554204   49.308648972
    1.419534458   19.056889358   58.113577147
    1.466076572   21.983284308   67.190801884
    1.512618685   25.277199862   73.334336533
    1.559160798   28.745469727   74.606088043
    1.605702912   32.172172152   72.020858763
    1.652245025   35.452884725   68.914631757
    1.698787139   38.644752347   68.504155439
    1.745329252   41.893954031   71.278050854
    1.791871365   45.298089657   74.522359781
    1.838413479   48.796756092   74.861771282
    1.884955592   52.201113966   70.364424248
    1.931497706   55.288777244   61.628900315
    1.978039819   57.914180254   50.760552533
    2.024581932   60.031358829   40.177098675
    2.071124046   61.683901935   30.952909973
    2.117666159   62.935413522   22.762068052
    2.164208272   63.806745346   14.350272789
    2.210750386   64.251197010    4.258700315
    2.257292499   64.174660569   -8.064238070
    2.303834613   63.487037111  -21.639533598
    2.350376726   62.176195616  -34.570405919
    2.396918839   60.317485044  -44.782843101
    2.443460953   58.061250587  -51.744896620
    2.490003066   55.543329439  -56.312850778
    2.536545180   52.833675488  -60.137088045
    2.583087293   49.941451203  -64.171152988
    2.629629406   46.865918738  -67.985155514
    2.676171520   43.647938683  -69.834551188
    2.722713633   40.411443450  -68.748541025
    2.769255746   37.288326574  -65.225526895
    2.815797860   34.347220199  -61.317302795
    2.862339973   31.546874411  -59.521579969
    2.908882087   28.765647342  -60.454177492
    2.955424200   25.903565957  -62.526997744
    3.001966313   22.971315530  -63.055037711
    3.048508427   20.091705354  -60.168548539
    3.095050540   17.415789615  -54.540832535
