#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  238
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  92
#! SET periodic_psi true
   -3.141592654   -3.141592654   46.356245476   46.727163349  -15.804130496
   -3.115192715   -3.141592654   47.600806704   46.012003224  -16.214832278
   -3.088792777   -3.141592654   48.805129210   44.863934286  -16.646927399
   -3.062392839   -3.141592654   49.976589753   43.045673452  -17.004677824
   -3.035992901   -3.141592654   51.092495477   40.689663103  -17.266511542
   -3.009592962   -3.141592654   52.150072443   37.646208226  -17.307212348
   -2.983193024   -3.141592654   53.104067389   34.152874461  -17.144845196
   -2.956793086   -3.141592654   53.967620338   30.466031376  -16.945475530
   -2.930393147   -3.141592654   54.729219142   26.498175615  -16.634214773
   -2.903993209   -3.141592654   55.379031901   22.462506301  -16.287272743
   -2.877593271   -3.141592654   55.923387223   18.741626360  -15.970874517
   -2.851193333   -3.141592654   56.382789556   15.942222315  -15.764186817
   -2.824793394   -3.141592654   56.777895378   13.803726471  -15.628215734
   -2.798393456   -3.141592654   57.128475930   12.722611326  -15.637794783
   -2.771993518   -3.141592654   57.467512694   12.096728524  -15.688517883
   -2.745593580   -3.141592654   57.795095683   11.966755939  -15.762043958
   -2.719193641   -3.141592654   58.113217947   11.561382467  -15.826444252
   -2.692793703   -3.141592654   58.416584971   10.567267013  -15.859047758
   -2.666393765   -3.141592654   58.688640572    9.171366675  -15.838128342
   -2.639993827   -3.141592654   58.901689348    6.821412418  -15.720577420
   -2.613593888   -3.141592654   59.041922461    3.876798068  -15.662541851
   -2.587193950   -3.141592654   59.102519228    0.787431072  -15.644248889
   -2.560794012   -3.141592654   59.086030198   -2.016291197  -15.616682832
   -2.534394073   -3.141592654   59.006307148   -4.164119214  -15.606998843
   -2.507994135   -3.141592654   58.872872046   -5.802398932  -15.642508624
   -2.481594197   -3.141592654   58.699683261   -6.712027183  -15.758461685
   -2.455194259   -3.141592654   58.518596402   -7.153827199  -15.821533231
   -2.428794320   -3.141592654   58.327662491   -7.520862788  -15.977622930
   -2.402394382   -3.141592654   58.124791261   -8.010530725  -16.151406118
   -2.375994444   -3.141592654   57.895409695   -8.786541117  -16.382387885
   -2.349594506   -3.141592654   57.650293880   -9.627763641  -16.714124435
   -2.323194567   -3.141592654   57.377020454  -11.082607456  -17.044560833
   -2.296794629   -3.141592654   57.063552360  -12.601007026  -17.424729425
   -2.270394691   -3.141592654   56.710937786  -14.056643407  -17.744398649
   -2.243994753   -3.141592654   56.327585375  -14.856772474  -18.075895909
   -2.217594814   -3.141592654   55.926232571  -14.927767387  -18.441498502
   -2.191194876   -3.141592654   55.537586826  -14.530018006  -18.806991462
   -2.164794938   -3.141592654   55.166511715  -13.570523345  -19.128434378
   -2.138395000   -3.141592654   54.818941430  -12.159892307  -19.394256847
   -2.111995061   -3.141592654   54.511219475  -10.640799830  -19.620857977
   -2.085595123   -3.141592654   54.250708059   -9.135013103  -19.797532798
   -2.059195185   -3.141592654   54.028847556   -7.591446490  -19.926707209
   -2.032795246   -3.141592654   53.837248602   -6.532772074  -20.013576457
   -2.006395308   -3.141592654   53.671026126   -6.251431794  -20.014044400
   -1.979995370   -3.141592654   53.495107869   -6.091448821  -20.018766824
   -1.953595432   -3.141592654   53.331479805   -6.497908353  -19.926880515
   -1.927195493   -3.141592654   53.149435702   -7.198605037  -19.743370220
   -1.900795555   -3.141592654   52.951700590   -7.889384012  -19.494463833
   -1.874395617   -3.141592654   52.731274278   -8.655821458  -19.312658154
   -1.847995679   -3.141592654   52.501373990   -9.013104663  -19.212734354
   -1.821595740   -3.141592654   52.250576272   -9.179855008  -19.243611353
   -1.795195802   -3.141592654   52.008186102   -9.288411270  -19.295858281
   -1.768795864   -3.141592654   51.755972483   -9.416523959  -19.482306588
   -1.742395926   -3.141592654   51.496516305   -9.532855186  -19.703105674
   -1.715995987   -3.141592654   51.249455071   -9.712921889  -19.936712673
   -1.689596049   -3.141592654   50.979632868  -10.189375818  -20.132472305
   -1.663196111   -3.141592654   50.702065234  -10.527854164  -20.326709150
   -1.636796172   -3.141592654   50.410121712  -10.722178132  -20.467318334
   -1.610396234   -3.141592654   50.122089292  -10.659782158  -20.616732946
   -1.583996296   -3.141592654   49.841303326  -10.571386097  -20.710746460
   -1.557596358   -3.141592654   49.564560461  -10.083946014  -20.853593490
   -1.531196419   -3.141592654   49.301039456   -9.263965235  -21.090553611
   -1.504796481   -3.141592654   49.063684047   -8.521391741  -21.427156036
   -1.478396543   -3.141592654   48.846023413   -7.789799484  -21.893118789
   -1.451996605   -3.141592654   48.640055614   -7.393801779  -22.436834961
   -1.425596666   -3.141592654   48.440901785   -7.544147825  -23.196095676
   -1.399196728   -3.141592654   48.221533178   -8.562640629  -24.071994709
   -1.372796790   -3.141592654   47.970419150  -10.532174893  -25.047990791
   -1.346396852   -3.141592654   47.648091143  -13.278224873  -26.089103926
   -1.319996913   -3.141592654   47.262575837  -16.416193922  -27.313120701
   -1.293596975   -3.141592654   46.773915078  -19.949233609  -28.537392485
   -1.267197037   -3.141592654   46.184137582  -23.517149634  -29.689584507
   -1.240797098   -3.141592654   45.515189007  -26.530217592  -30.910965992
   -1.214397160   -3.141592654   44.774206603  -29.006307401  -32.095088207
   -1.187997222   -3.141592654   43.978581409  -30.923725380  -33.280705902
   -1.161597284   -3.141592654   43.137701305  -31.900226408  -34.525621658
   -1.135197345   -3.141592654   42.266982549  -32.551368109  -35.773603621
