#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654 -120.312149824  -53.675526757
   -2.951193099 -128.665266040  -33.729302528
   -2.760793544 -133.099347943  -13.455749318
   -2.570393989 -134.097466620    1.637285818
   -2.379994435 -133.002918989    8.259303781
   -2.189594880 -131.493966763    6.323020709
   -1.999195325 -130.932917207   -0.874594620
   -1.808795770 -131.803364933   -7.682318086
   -1.618396215 -133.473862697   -8.562701046
   -1.427996661 -134.504517763   -0.938022779
   -1.237597106 -133.385821553   13.338058184
   -1.047197551 -129.324478706   28.957144796
   -0.856797996 -122.627576745   40.102184411
   -0.666398442 -114.546262633   43.148410643
   -0.475998887 -106.723564586   37.509841115
   -0.285599332 -100.692411109   24.694462958
   -0.095199777  -97.609594086    6.892521931
    0.095199777  -98.187855533  -13.222665715
    0.285599332 -102.540071802  -31.987917343
    0.475998887 -109.937800271  -44.189191246
    0.666398442 -118.579927945  -44.345655261
    0.856797996 -125.808209180  -29.235484223
    1.047197551 -128.818451046   -0.821312962
    1.237597106 -125.739919537   33.117417788
    1.427996661 -116.543533616   61.582752480
    1.618396215 -103.256481007   74.771435394
    1.808795770  -89.337356274   67.996231000
    1.999195325  -78.502155156   43.253945495
    2.189594880  -73.526527852    8.013879789
    2.379994435  -75.469956480  -27.761767157
    2.570393989  -83.544055137  -55.111253665
    2.760793544  -95.554823105  -68.542250071
    2.951193099 -108.681422873  -67.081998660
