#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  57
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   97.339159566   46.478787537  -13.913915362
   -3.031361332   -3.141592654  101.994350909   37.433579514  -14.928458374
   -2.921130011   -3.141592654  105.583974842   27.218710024  -15.708077399
   -2.810898690   -3.141592654  108.037650394   16.792709791  -16.321459730
   -2.700667369   -3.141592654  109.379745328    7.133024243  -16.766165241
   -2.590436048   -3.141592654  109.721841989   -1.100475187  -17.069083037
   -2.480204727   -3.141592654  109.270764294   -7.318245298  -17.316039506
   -2.369973405   -3.141592654  108.247252202  -11.281612067  -17.564301265
   -2.259742084   -3.141592654  106.912972527  -13.017758986  -17.902135922
   -2.149510763   -3.141592654  105.515546360  -12.817251380  -18.368671133
   -2.039279442   -3.141592654  104.209792302  -11.357869161  -19.113822873
   -1.929048121   -3.141592654  103.085821616   -9.491899343  -20.170889797
   -1.818816799   -3.141592654  102.134218633   -8.030730939  -21.510580552
   -1.708585478   -3.141592654  101.279713525   -7.586465922  -23.103344553
   -1.598354157   -3.141592654  100.382839244   -8.741677175  -24.889984455
   -1.488122836   -3.141592654   99.255696606  -11.612427899  -26.669450384
   -1.377891515   -3.141592654   97.700603318  -16.124902226  -28.383777618
   -1.267660194   -3.141592654   95.581557824  -22.019062909  -29.789646336
   -1.157428872   -3.141592654   92.778887125  -28.506438683  -30.760405658
   -1.047197551   -3.141592654   89.248203813  -34.809845704  -31.160865938
   -0.936966230   -3.141592654   85.075488648  -40.418435808  -30.910212584
   -0.826734909   -3.141592654   80.375350760  -44.595417599  -29.992669027
   -0.716503588   -3.141592654   75.319327365  -46.767779802  -28.387157590
   -0.606272266   -3.141592654   70.147316919  -46.625785164  -26.156586359
   -0.496040945   -3.141592654   65.152067278  -43.882940704  -23.392408912
   -0.385809624   -3.141592654   60.591106570  -38.511164577  -20.097197120
   -0.275578303   -3.141592654   56.775738424  -30.673166991  -16.432534401
   -0.165346982   -3.141592654   53.929568640  -20.687246436  -12.509602291
   -0.055115661   -3.141592654   52.266753815   -9.144662981   -8.409225594
    0.055115661   -3.141592654   51.926420883    3.281809992   -4.300769344
    0.165346982   -3.141592654   52.949091987   15.614369733   -0.298010210
    0.275578303   -3.141592654   55.255907354   26.850014615    3.548390913
    0.385809624   -3.141592654   58.691159477   35.752349882    6.998514813
    0.496040945   -3.141592654   62.943770777   41.318952435   10.041367554
    0.606272266   -3.141592654   67.599695034   42.874742859   12.576416961
    0.716503588   -3.141592654   72.192084311   40.051160351   14.487219995
    0.826734909   -3.141592654   76.235665565   32.937638917   15.762512381
    0.936966230   -3.141592654   79.293768569   22.183322090   16.328944716
    1.047197551   -3.141592654   81.025357113    9.047135367   16.257890131
    1.157428872   -3.141592654   81.230171642   -5.146014580   15.610226794
    1.267660194   -3.141592654   79.911337078  -18.667896436   14.495996889
    1.377891515   -3.141592654   77.210491775  -29.953131391   13.046793233
    1.488122836   -3.141592654   73.456950860  -37.762553885   11.380555741
    1.598354157   -3.141592654   69.073284161  -41.203703030    9.594652044
